601.1 116.3 0 4.6 1.17 1.355
726.5 205.4 0 4.6 1.18 1.5
684.2 171.6 0 4.9 1.18 1.5
680.1 126.4 0 5.5 1.18 1.5
655.4 181.2 0 6.4 1.18 1.5
605.4 106.2 0 4.6 1.18 1.5
583.3 215.7 0 6.1 1.18 1.5
698.7 187.5 0 5.5 1.88 1.53
693.6 251.1 0 4.9 1.88 1.53
687.3 146.6 0 5.2 1.88 1.53
687.2 232.1 0 4.3 1.88 1.53
679.8 142.6 0 4.9 1.88 1.53
663.9 208.8 0 4.6 1.88 1.53
560.9 124 0 3.4 1.88 1.53
544.3 139.5 0 4.3 1.88 1.53
510.7 211 0 4 1.88 1.53
718.9 153.2 0 7.9 1.24 1.505
709.5 165.2 0 6.4 1.24 1.505
693.2 260.3 0 5.5 1.24 1.505
692.5 122.3 0 5.2 1.24 1.505
664.3 156.4 0 5.8 1.24 1.505
642.6 124.8 0 5.2 1.24 1.505
617 198 0 5.5 1.24 1.505
565.2 184 0 5.2 1.24 1.505
556.8 148.4 0 5.5 1.24 1.505
553.1 132.9 0 4.3 1.24 1.505
552 141.7 0 5.5 1.24 1.505
545.7 240.2 0 6.4 1.24 1.505
542 137.9 0 6.1 1.24 1.505
531.7 208 0 5.8 1.24 1.505
523.8 227.2 0 5.5 1.24 1.505
518.3 156.2 0 7.3 1.24 1.505
695.1 251 0 4.3 1.94 1.535
694.9 262.1 0 4.6 1.94 1.535
675.8 218.9 0 5.5 1.94 1.535
577.3 176.9 0 4.3 1.94 1.535
566 243.9 0 4.6 1.94 1.535
558.4 129.7 0 4.3 1.94 1.535
508.4 185.4 0 4.3 1.94 1.535
725.4 132.6 0 4.9 1.25 1.375
698.9 196.7 0 5.5 1.25 1.375
693 199.5 0 5.8 1.25 1.375
722.6 108.1 0 5.5 1.3 1.515
707.7 163.9 0 5.5 1.3 1.515
624.5 227.4 0 4.6 1.3 1.515
578.2 203.4 0 5.2 1.3 1.515
537.3 235.4 0 5.5 1.3 1.515
532 200.4 0 5.5 1.3 1.515
504.7 140.2 0 5.2 1.3 1.515
508.1 233.5 0 4.3 1.37 1.295
697.6 219.3 0 4.9 2.01 1.545
680.3 183.9 0 4.9 2.01 1.545
679 132.3 0 4.6 2.01 1.545
