x,y,cw,cbh,ht,output,id
81.4,324.7,2.7,4.3,9.8,.FALSE. /,NA
874.2,360.2,0.9,0.8,2.7,.FALSE. /,NA
127.6,377.5,3,4.1,8.1,.FALSE. /,NA
128.8,381.2,5.1,7.2,17.2,.FALSE. /,NA
360.3,342.1,4.7,2.8,19.3,.FALSE. /,NA
355.8,339.9,1.6,2.2,5.5,.FALSE. /,NA
334.2,290.1,1.9,3.4,7.3,.FALSE. /,NA
335.7,290.3,3.6,5.5,12.6,.FALSE. /,NA
335.8,291.7,3.8,5.7,14.8,.FALSE. /,NA
336.7,292.3,2.7,4.3,9.8,.FALSE. /,NA
446.7,142.1,1.6,4.2,11.2,.FALSE. /,NA
451.9,141.8,2.9,4.6,10.4,.FALSE. /,NA
450.8,142.9,2.6,4.3,5.2,.FALSE. /,NA
446,136.9,1.6,0.8,4.1,.FALSE. /,NA
361.5,285.4,3.6,5.5,12.6,.FALSE. /,NA
363.3,286.6,3.8,5.7,13.3,.FALSE. /,NA
363,285.8,3.5,5.3,12.2,.FALSE. /,NA
362.6,290.3,1.9,3.4,7.4,.FALSE. /,NA
383.7,237.7,1.3,2.6,5.4,.FALSE. /,NA
380.9,238.1,1.6,1.6,4,.FALSE. /,NA
380,239.5,5,4.8,15.7,.FALSE. /,NA
599.1,277.7,4.5,6.6,15.5,.FALSE. /,NA
599.6,278.7,4,5.9,13.8,.FALSE. /,NA
394.3,359.1,3.8,5.6,13.1,.FALSE. /,NA
393.2,360.6,4.6,5.6,13.8,.FALSE. /,NA
392.8,360.5,1.5,2.9,6,.FALSE. /,NA
392,360.3,1.1,2.4,4.9,.FALSE. /,NA
395.8,359.7,1.3,2.6,5.2,.FALSE. /,NA
396.4,356.1,4.3,6.2,14.6,.FALSE. /,NA
392.1,358.4,1.8,3.2,6.8,.FALSE. /,NA
450.9,12.7,4.7,7.7,18.3,.FALSE. /,NA
165,321.5,3.2,1.4,9.1,.FALSE. /,NA
165.4,319.8,1.5,2.8,5.8,.FALSE. /,NA
158.8,314.6,2.1,3.2,7.7,.FALSE. /,NA
386.4,380,1.2,2.5,5,.FALSE. /,NA
386.3,379.1,0.8,0.9,2.5,.FALSE. /,NA
388.2,382.4,3.1,4.8,11,.FALSE. /,NA
386.7,381.9,3.9,5.8,13.5,.FALSE. /,NA
676.3,394.9,1.9,1.7,7.2,.FALSE. /,NA
680.3,394.9,3.3,5.7,13.2,.FALSE. /,NA
674.4,398.6,6.9,9.4,16.1,.FALSE. /,NA
402.3,203.8,5.1,9,19,.FALSE. /,NA
409.1,195.8,2,2.2,6.2,.FALSE. /,NA
405.6,205,2.3,3.9,8.5,.FALSE. /,NA
761.2,2,2.6,2.7,12.2,.FALSE. /,NA
758.7,4,1.5,1.2,6,.FALSE. /,NA
760.4,0.9,1.2,1.2,3,.FALSE. /,NA
759.8,1.8,1.5,2.9,6,.FALSE. /,NA
760.1,0.7,2.3,3.9,8.5,.FALSE. /,NA
762.9,0.9,4.9,7.1,16.8,.FALSE. /,NA
759.1,1.5,2.8,4.5,10.2,.FALSE. /,NA
734.2,74.1,1.6,3.1,6.4,.FALSE. /,NA
732.3,72.6,2.7,0.4,6.7,.FALSE. /,NA
735.9,70.6,1.5,2.9,6,.FALSE. /,NA
733.3,68.2,3.1,4.8,11,.FALSE. /,NA
732.2,81.6,2,3.4,7.4,.FALSE. /,NA
111.4,19.8,2.6,3.8,7.2,.FALSE. /,NA
539.6,382.2,3.6,5.5,12.6,.FALSE. /,NA
535.2,378.8,3.1,5.7,13.5,.FALSE. /,NA
543.4,379.9,4.9,7.1,16.8,.FALSE. /,NA
544.1,374.8,5.2,7.4,17.6,.FALSE. /,NA
539.5,382.3,3,4.7,10.6,.FALSE. /,NA
539.5,382.5,4.5,9.8,15.7,.FALSE. /,NA
540.4,381.9,2.3,5.7,11,.FALSE. /,NA
169.5,91.7,6.2,6.8,18.8,.FALSE. /,NA
166.7,89.8,1.5,2.9,6,.FALSE. /,NA
165.5,90,2.6,4.3,9.5,.FALSE. /,NA
869.5,284.5,5.2,7.4,17.5,.FALSE. /,NA
872.3,286.1,1.8,3.2,6.9,.FALSE. /,NA
869.3,288.5,2.8,3.1,6.5,.FALSE. /,NA
0.1,251.5,2.5,2.4,9,.FALSE. /,NA
3,250.9,1.6,3,6.3,.FALSE. /,NA
8.6,251.1,2.6,10.1,18.6,.FALSE. /,NA
338.2,215.8,1.1,1.5,2.8,.FALSE. /,NA
337.3,218.9,2.2,1.2,10.4,.FALSE. /,NA
338,214.8,3.8,6.6,21.6,.FALSE. /,NA
334.6,216.1,2.3,2.5,8.7,.FALSE. /,NA
335.9,214.2,3.3,5,11.5,.FALSE. /,NA
428.7,355.4,1.2,3.1,6.4,.FALSE. /,NA
436.4,354.8,1.9,1.7,7.2,.FALSE. /,NA
432.3,356.4,3.6,5.5,12.6,.FALSE. /,NA
432.5,355.8,1.4,0.8,2.7,.FALSE. /,NA
428.9,354.7,1.2,0.2,1.5,.FALSE. /,NA
244.5,247.7,5.2,7.4,17.6,.FALSE. /,NA
239.3,247.7,4,6,13.9,.FALSE. /,NA
243,245.7,1.5,1.1,5.8,.FALSE. /,NA
302.1,254.4,6.1,10.5,17,.FALSE. /,NA
302,245.6,6.9,9.4,16.1,.FALSE. /,NA
301.6,248,2.2,3.7,8.1,.FALSE. /,NA
303.5,245.6,2.2,3.7,8.1,.FALSE. /,NA
305.7,246.9,3.2,5,11.4,.FALSE. /,NA
305.3,246.7,2.5,2.3,8.9,.FALSE. /,NA
303.9,247.4,4.2,6.1,14.3,.FALSE. /,NA
94.1,342.8,4,8.6,14.1,.FALSE. /,NA
94.6,342.4,2.6,3.8,7.2,.FALSE. /,NA
94,346.4,3.1,4.8,11,.FALSE. /,NA
92,346.8,4,6,13.9,.FALSE. /,NA
95,346.2,2.3,3.8,8.3,.FALSE. /,NA
92.9,346.5,3.7,5.5,12.8,.FALSE. /,NA
96.1,343.9,2.6,4.2,9.3,.FALSE. /,NA
96.5,345.1,2.3,2.1,7.6,.FALSE. /,NA
92.8,343.4,3.5,3.6,12.2,.FALSE. /,NA
304.6,162.5,3,4.7,10.6,.FALSE. /,NA
304.5,162.6,2.2,3.8,8.3,.FALSE. /,NA
383.8,277,4.9,5,17.4,.FALSE. /,NA
391.5,277.9,1.4,1,5.6,.FALSE. /,NA
382.7,278.2,1.2,2.5,5,.FALSE. /,NA
541.9,396.7,1.5,2.9,6,.FALSE. /,NA
486.5,297,3.6,5.5,12.6,.FALSE. /,NA
486.3,298,4.2,6.1,14.3,.FALSE. /,NA
485.8,301.4,1.1,0.6,4.5,.FALSE. /,NA
547.7,268.8,1.4,1.2,3.3,.FALSE. /,NA
546.1,269.4,1.1,2.5,5.3,.FALSE. /,NA
546.9,267.2,4.4,6.4,15.1,.FALSE. /,NA
549.8,266.4,4.9,5.8,17.9,.FALSE. /,NA
548.3,264.4,4.6,5.1,21.8,.FALSE. /,NA
548.5,265.8,1.8,3.2,6.9,.FALSE. /,NA
824.7,31.5,4,6,13.9,.FALSE. /,NA
818,29.3,2.8,3.1,6.5,.FALSE. /,NA
227.2,296.8,4.4,6.4,15.1,.FALSE. /,NA
226.1,292.4,4.7,6.8,15.9,.FALSE. /,NA
220.3,311,5.8,9.3,16.5,.FALSE. /,NA
227,296.8,4.9,10.4,19.9,.FALSE. /,NA
228.4,295.6,3.5,3.6,12.2,.FALSE. /,NA
227.4,296.4,2.6,4.2,9.3,.FALSE. /,NA
227.1,296.8,2.7,0.4,6.7,.FALSE. /,NA
5,66.1,3.8,11,19.3,.FALSE. /,NA
3.1,57,4.9,7.1,16.8,.FALSE. /,NA
2.9,55.3,4,4.3,13.8,.FALSE. /,NA
451.8,223.5,1.8,3.2,6.9,.FALSE. /,NA
449.2,223.7,1.3,2.6,5.2,.FALSE. /,NA
448.2,224.4,2,3.4,7.4,.FALSE. /,NA
451.5,217.7,8.8,7.1,17.4,.FALSE. /,NA
451,223.2,5.2,7.4,17.5,.FALSE. /,NA
848.8,104.4,1.7,1,7,.FALSE. /,NA
154.5,62.9,1.8,3.2,6.9,.FALSE. /,NA
158.4,65.2,2.1,5.8,18.4,.FALSE. /,NA
160.2,61.8,1.6,3.1,6.4,.FALSE. /,NA
160.7,66.8,2,3.5,7.7,.FALSE. /,NA
163.4,67.8,3,4.8,10.8,.FALSE. /,NA
159.8,65.9,1.8,3.2,6.9,.FALSE. /,NA
160.1,66.3,3.9,5.8,13.5,.FALSE. /,NA
386.7,371.2,4.4,6.4,15.1,.FALSE. /,NA
387.6,369.3,1.3,2.6,5.4,.FALSE. /,NA
390.3,369.6,2.5,2.3,8.9,.FALSE. /,NA
389.5,368.6,4,11.1,16.5,.FALSE. /,NA
389.9,365.3,1.9,3.4,7.3,.FALSE. /,NA
120.6,216.4,2.3,3.9,8.6,.FALSE. /,NA
119.7,215.3,2.6,4.2,9.3,.FALSE. /,NA
836.7,35.6,5.7,8,19.3,.FALSE. /,NA
834.9,34,2.5,4.1,9.1,.FALSE. /,NA
836.7,31.4,3.1,4.8,11,.FALSE. /,NA
843.3,30.6,3.5,3.6,12.2,.FALSE. /,NA
181.2,106.3,1.4,2.7,5.6,.FALSE. /,NA
181.3,94.3,2.3,6.9,17.7,.FALSE. /,NA
176.8,103.8,1.5,2.9,5.9,.FALSE. /,NA
464.5,164.3,5.2,0.1,2.7,.FALSE. /,NA
471.2,164.5,2.7,4.3,9.8,.FALSE. /,NA
466.5,168.4,3.1,4.8,11,.FALSE. /,NA
466.9,167.8,7.2,10.3,18.5,.FALSE. /,NA
482.9,143.1,1.5,2.9,6,.FALSE. /,NA
483,142.6,4.4,9.9,15.4,.FALSE. /,NA
484.7,143.1,3.1,4.8,11,.FALSE. /,NA
809.4,115.9,2.8,4.5,10.2,.FALSE. /,NA
810.9,112.7,1,0.6,4.3,.FALSE. /,NA
771.3,73.8,2.7,6.2,12,.FALSE. /,NA
769.6,79.1,1.5,2.9,6,.FALSE. /,NA
256.3,50.1,3.5,5.3,12.2,.FALSE. /,NA
256.4,49.6,2.1,3.7,8,.FALSE. /,NA
260.1,53.6,1.9,3.4,7.3,.FALSE. /,NA
256.9,51.3,1.2,2.1,8,.FALSE. /,NA
256.5,51.4,2.3,3.9,8.5,.FALSE. /,NA
639.4,333.5,2.2,3.7,8.1,.FALSE. /,NA
641.9,335.7,2.4,3.9,8.7,.FALSE. /,NA
646.6,335.5,2.3,3.9,8.5,.FALSE. /,NA
14.2,70.7,8.3,8.1,19.7,.FALSE. /,NA
18.3,64.1,1.1,0.6,4.5,.FALSE. /,NA
450.8,2,1.6,0.8,3.6,.FALSE. /,NA
867.1,151.8,1.5,2.9,6,.FALSE. /,NA
870.5,142.7,2,3.5,7.7,.FALSE. /,NA
51.6,367.3,3.8,5.6,13.1,.FALSE. /,NA
51.8,367.3,2.2,8.7,12.6,.FALSE. /,NA
48.6,364.6,2.3,2.8,9.3,.FALSE. /,NA
48.4,367.1,6.4,3.9,16.1,.FALSE. /,NA
51.2,363.4,2.6,4.2,9.3,.FALSE. /,NA
528,313.1,3.1,4.8,11,.FALSE. /,NA
527,313.1,4.8,7,16.4,.FALSE. /,NA
515,314,1.5,2.9,6,.FALSE. /,NA
66,375.6,3.4,5.1,11.8,.FALSE. /,NA
65.3,370.4,4,4.3,13.8,.FALSE. /,NA
63.6,371,1.6,3.1,11.3,.FALSE. /,NA
297.3,2.2,4.3,6.3,14.7,.FALSE. /,NA
261.1,170.4,2.6,4.2,9.3,.FALSE. /,NA
259.1,167.8,2.9,1,6.1,.FALSE. /,NA
260.9,165.9,3.1,4.8,11,.FALSE. /,NA
253.1,168.5,1.5,2.9,6,.FALSE. /,NA
251.4,169.5,2.1,1.3,7.4,.FALSE. /,NA
259.5,165.7,2.6,4.2,9.5,.FALSE. /,NA
257.2,172.6,2.3,3.9,8.5,.FALSE. /,NA
259.2,166.2,1.9,3.4,7.3,.FALSE. /,NA
633.2,8.9,1.7,1.5,6.6,.FALSE. /,NA
559.5,371,2.4,2.3,6.4,.FALSE. /,NA
560.2,369.6,2.5,4.1,9.1,.FALSE. /,NA
504.1,107.8,4.2,6.1,14.3,.FALSE. /,NA
504.3,107.3,2,3.5,7.6,.FALSE. /,NA
438.1,296.1,2,3.5,7.7,.FALSE. /,NA
439.9,295.9,3.2,3.3,11.3,.FALSE. /,NA
435.9,289.8,2,3.5,7.7,.FALSE. /,NA
438.7,300.1,2.3,3.9,8.5,.FALSE. /,NA
522.6,62.8,2.9,4.8,11.1,.FALSE. /,NA
631.1,377.9,5,10.7,16.3,.FALSE. /,NA
632.9,379.6,2.3,7.3,15.5,.FALSE. /,NA
633.1,379.3,3.7,5.5,12.8,.FALSE. /,NA
99.2,187.4,3.9,5.8,13.5,.FALSE. /,NA
94.6,186,3.2,5,11.4,.FALSE. /,NA
95.7,184.8,3,4.7,10.6,.FALSE. /,NA
81,375.7,1.8,3.2,6.9,.FALSE. /,NA
81.4,373.7,2.8,4.5,10.2,.FALSE. /,NA
440.5,117.9,2.1,3.7,8,.FALSE. /,NA
442,116.8,2,3.5,7.7,.FALSE. /,NA
439,118.8,2.3,3.7,9.8,.FALSE. /,NA
437,114.2,4.7,6.8,15.9,.FALSE. /,NA
444.1,124.3,2.3,3.9,8.6,.FALSE. /,NA
157.3,354.8,3.8,5.7,13.3,.FALSE. /,NA
154,354.1,3.3,5.2,13,.FALSE. /,NA
99.9,309.9,2.1,11.4,16.1,.FALSE. /,NA
91.7,306.8,3,0.4,8.2,.FALSE. /,NA
89.6,312.5,8.4,5.5,15.1,.FALSE. /,NA
96,312.2,11.3,4.8,21.2,.FALSE. /,NA
3,44.7,1.8,3.2,6.9,.FALSE. /,NA
2.6,41,4,4.3,13.8,.FALSE. /,NA
4.8,50.2,3.5,5.3,12.2,.FALSE. /,NA
2,47.8,2,3.4,7.4,.FALSE. /,NA
1.9,42.7,1.6,1.3,6.1,.FALSE. /,NA
1.4,44.5,1.1,1.5,2.8,.FALSE. /,NA
531.6,313.3,4.2,6.1,14.3,.FALSE. /,NA
527.8,303.7,3.3,5.1,11.6,.FALSE. /,NA
859.5,292.1,2.4,4,8.9,.FALSE. /,NA
861.1,289.2,4.8,6.9,16.4,.FALSE. /,NA
860.9,288.5,3.4,5.1,11.8,.FALSE. /,NA
862.6,290.1,1.8,3.2,6.9,.FALSE. /,NA
858.1,291.6,6.4,8.9,21.3,.FALSE. /,NA
861.1,292.7,1.5,2.9,6,.FALSE. /,NA
450.6,73.4,3.4,1.8,17.9,.FALSE. /,NA
452.3,72.9,3.8,7.9,17.2,.FALSE. /,NA
451.9,71.5,2.3,3.9,8.5,.FALSE. /,NA
451.1,75.3,6.5,9,21.6,.FALSE. /,NA
452.2,71.3,1.3,2.6,5.2,.FALSE. /,NA
454,72.7,2.9,4.6,10.3,.FALSE. /,NA
452.7,73.1,4.9,7.6,16.9,.FALSE. /,NA
225.4,295.1,1.1,4.1,13.1,.FALSE. /,NA
91,230.7,3.9,5.8,13.5,.FALSE. /,NA
93.4,230.9,2,3.5,7.7,.FALSE. /,NA
87.5,228.9,1.9,3.4,7.3,.FALSE. /,NA
90.4,229.7,2.3,2.2,8.4,.FALSE. /,NA
389.6,136,2,3.5,7.7,.FALSE. /,NA
392.9,136,1.5,2.9,6,.FALSE. /,NA
389.9,134.5,2.8,4.4,10,.FALSE. /,NA
81,332.6,1.2,6.9,8.7,.FALSE. /,NA
79.5,328.9,3.1,4.9,11.2,.FALSE. /,NA
13.2,370.6,2.8,4.5,10.2,.FALSE. /,NA
11.3,372.4,3.1,4.8,11,.FALSE. /,NA
20,375.2,11.1,5.5,19.1,.FALSE. /,NA
872.1,258.2,2.4,4,8.9,.FALSE. /,NA
874.9,264.6,5.7,11.8,20.4,.FALSE. /,NA
876.8,262,4.7,6.8,15.9,.FALSE. /,NA
118.7,236,6.2,9.3,18.2,.FALSE. /,NA
124.2,230.5,4.7,6.8,15.9,.FALSE. /,NA
116.9,236.8,2.3,3.9,8.5,.FALSE. /,NA
114.9,233.5,2,3.5,7.7,.FALSE. /,NA
119.3,233.3,3.2,12,18.8,.FALSE. /,NA
119.2,234.6,2.8,4.5,10.2,.FALSE. /,NA
121.9,238.2,2.8,3.3,16.6,.FALSE. /,NA
117.7,229.8,2.2,1.2,10.4,.FALSE. /,NA
244,126.1,1.2,6.9,8.7,.FALSE. /,NA
245.1,125.1,1.6,3,6.3,.FALSE. /,NA
242.5,126.8,1.3,2.6,5.4,.FALSE. /,NA
245,126.1,5.4,5.9,18.1,.FALSE. /,NA
746.9,7.7,6.7,5.6,18.7,.FALSE. /,NA
744.5,5.6,5.1,10.7,17.6,.FALSE. /,NA
746.9,10.5,3.6,5.5,12.6,.FALSE. /,NA
732.8,11.8,4.6,6.7,15.7,.FALSE. /,NA
637.7,357.5,4.4,6.4,15.1,.FALSE. /,NA
637.9,357,1.2,0.8,4.8,.FALSE. /,NA
87.1,229.5,2,3.5,7.5,.FALSE. /,NA
93,233.9,2.6,4.2,9.5,.FALSE. /,NA
92.6,231.2,2.2,5.5,13.1,.FALSE. /,NA
96.3,236.7,2.2,4.3,10.1,.FALSE. /,NA
92.4,233.1,2.7,4.3,9.8,.FALSE. /,NA
92.6,234,3.1,4.8,11,.FALSE. /,NA
96.4,236,3.5,5.3,12.2,.FALSE. /,NA
194,386.6,4.5,6.6,15.5,.FALSE. /,NA
197.6,387.2,3.6,5.5,12.6,.FALSE. /,NA
278.5,146.3,1.5,3.2,7.5,.FALSE. /,NA
162.5,283.3,4.3,0,22,.FALSE. /,NA
598.9,142.6,3.8,5.7,13.1,.FALSE. /,NA
802.6,268.9,6,8.4,20.1,.FALSE. /,NA
806.3,267.3,2.1,5.8,18.4,.FALSE. /,NA
812.3,260.2,1.4,2.7,5.6,.FALSE. /,NA
809.4,266.7,3.1,7,12.3,.FALSE. /,NA
802.3,266.4,3,4.7,10.8,.FALSE. /,NA
806.6,265.6,3.2,5,11.4,.FALSE. /,NA
574,187.4,2.9,10.9,20.5,.FALSE. /,NA
574.6,189.6,1.5,2.8,5.8,.FALSE. /,NA
575.9,184.6,2.8,4.4,10,.FALSE. /,NA
581.3,190.4,3.1,4.9,11.2,.FALSE. /,NA
563.7,185.5,2.1,3.6,7.8,.FALSE. /,NA
440.3,207.7,4,3.9,14.6,.FALSE. /,NA
442.3,204.3,4.8,4.4,19.9,.FALSE. /,NA
221.3,298.3,3.8,5.7,13.3,.FALSE. /,NA
221.2,300.9,5.1,7.2,17.2,.FALSE. /,NA
220.1,300.6,0.6,0,1.4,.FALSE. /,NA
13,107.2,4.9,7.1,16.8,.FALSE. /,NA
7.3,105.5,2.4,4,8.9,.FALSE. /,NA
822.1,6.3,2,3.5,7.5,.FALSE. /,NA
825.7,6.9,2.1,7.9,13.3,.FALSE. /,NA
823.4,7.3,3.3,5.1,11.7,.FALSE. /,NA
822.7,7.5,4.5,7.6,15.5,.FALSE. /,NA
820.1,6.9,3.7,6.4,19,.FALSE. /,NA
764.8,368.4,3.1,4.9,11.2,.FALSE. /,NA
759.7,368.8,3.2,5,11.4,.FALSE. /,NA
102.1,97.1,2.4,4,8.8,.FALSE. /,NA
109.1,96.7,5.5,7.7,18.4,.FALSE. /,NA
108.5,99.6,5.2,7.5,14.6,.FALSE. /,NA
553.5,37.5,4.3,6.3,14.7,.FALSE. /,NA
552.4,39.6,1.6,3,6.2,.FALSE. /,NA
74.8,174.6,1.5,7,11.8,.FALSE. /,NA
76.4,172.9,1.2,0.2,1.5,.FALSE. /,NA
75.9,174.8,2.8,4.5,10.2,.FALSE. /,NA
74,171.3,3.3,5.1,11.6,.FALSE. /,NA
79.1,175.2,1,0.5,4.1,.FALSE. /,NA
75.3,175.1,2.4,3.4,6,.FALSE. /,NA
74.5,176.9,3.4,12,22.4,.FALSE. /,NA
535.6,69.5,2.4,4,8.9,.FALSE. /,NA
533.5,68.6,4.6,8.9,18.6,.FALSE. /,NA
545.4,70.1,2.6,4.2,9.3,.FALSE. /,NA
539.1,70.8,1.9,3.4,7.3,.FALSE. /,NA
537.9,68.5,2.4,4,8.9,.FALSE. /,NA
517.7,181.1,5.1,3.8,10.7,.FALSE. /,NA
319.1,63.6,4.2,6.1,14.3,.FALSE. /,NA
312.2,67.4,1.6,1.2,6,.FALSE. /,NA
318.4,61.8,2.5,4.2,9.3,.FALSE. /,NA
318.7,57.7,1.2,2.5,5.1,.FALSE. /,NA
317.1,64.5,2.4,4,8.9,.FALSE. /,NA
315.4,66.6,1.3,2.7,5.5,.FALSE. /,NA
320,63.3,2.3,3.9,8.5,.FALSE. /,NA
319.7,63.8,4.7,6.8,16.1,.FALSE. /,NA
270.7,276.6,1.1,0.9,1.8,.FALSE. /,NA
268.6,278.7,1.6,3.1,6.4,.FALSE. /,NA
269.2,274.9,2.3,3.9,8.5,.FALSE. /,NA
267.8,274.6,1.8,6.4,12.4,.FALSE. /,NA
269.8,276.2,2.6,2.1,8.8,.FALSE. /,NA
791.8,370.8,3.4,5.1,11.8,.FALSE. /,NA
795.9,379.8,1.9,3.7,12,.FALSE. /,NA
794.1,372.9,2.2,3.7,8.1,.FALSE. /,NA
63.3,76.2,2.3,3,10.7,.FALSE. /,NA
64.4,76,2.4,6.7,13.6,.FALSE. /,NA
63.2,74.9,4.9,7.1,16.8,.FALSE. /,NA
63.9,76.1,1.8,3.7,6.7,.FALSE. /,NA
64.8,74.5,1,2.3,4.4,.FALSE. /,NA
65.4,71.2,5.3,12,21.7,.FALSE. /,NA
138.4,103.4,1.2,3.6,3.9,.FALSE. /,NA
135,100,4.2,6.2,14.5,.FALSE. /,NA
138.6,100.6,1.4,2.7,5.6,.FALSE. /,NA
138.5,100.8,3.6,5.5,12.6,.FALSE. /,NA
139.5,102.3,3.6,3.8,12.6,.FALSE. /,NA
139.9,102.7,4.3,6.3,14.9,.FALSE. /,NA
131.4,95.7,4.1,4.4,14.1,.FALSE. /,NA
146.9,99,2.4,4,8.8,.FALSE. /,NA
677.3,354.9,1.4,2.8,5.7,.FALSE. /,NA
677.1,355.9,3.3,5,11.5,.FALSE. /,NA
676.2,354.6,3.2,5,11.4,.FALSE. /,NA
343.8,304.3,7.2,5.5,15.5,.FALSE. /,NA
342.1,306,5.8,10.2,13.2,.FALSE. /,NA
148.2,326.9,2.3,3.9,8.5,.FALSE. /,NA
150.5,326.9,5.1,10.6,18.8,.FALSE. /,NA
146.4,333.6,3.1,4.8,11,.FALSE. /,NA
410.2,74.1,0.9,1.3,1.8,.FALSE. /,NA
410,73.3,6.6,2.2,14.5,.FALSE. /,NA
413.7,78,1.7,3.1,6.6,.FALSE. /,NA
408.7,73,3.2,3.3,11.3,.FALSE. /,NA
408.1,70.9,1.8,3.2,6.9,.FALSE. /,NA
694.4,40.1,2.7,4.3,9.8,.FALSE. /,NA
693.4,38.7,1.8,3.3,7,.FALSE. /,NA
697.5,40.1,1.9,3.4,7.3,.FALSE. /,NA
693.1,42.1,1.6,8.2,11.7,.FALSE. /,NA
694.5,38.5,3.9,5.8,13.5,.FALSE. /,NA
879.9,10.9,1.6,3,6.2,.FALSE. /,NA
879.9,10.9,1.9,3.4,7.4,.FALSE. /,NA
879.5,12,4.1,6,14,.FALSE. /,NA
878.9,11,1.3,0.6,1.7,.FALSE. /,NA
894.2,359.8,7.8,7.2,17.1,.FALSE. /,NA
896.1,358.8,4.4,7.8,13.5,.FALSE. /,NA
889.1,358.8,1,2.3,4.4,.FALSE. /,NA
894.9,362,4.5,7.7,16.3,.FALSE. /,NA
42.2,179.7,2.8,4.4,10,.FALSE. /,NA
44.4,176.8,2,3.4,7.4,.FALSE. /,NA
43.3,174.6,1,0.6,4.3,.FALSE. /,NA
43.2,172.7,2.8,4.5,10.2,.FALSE. /,NA
91.5,79.7,1.2,2.5,5,.FALSE. /,NA
24.2,249.5,10.3,4.2,17.1,.FALSE. /,NA
542.2,340.6,2.3,5.3,12.3,.FALSE. /,NA
542.2,337.4,1.9,3.3,7.2,.FALSE. /,NA
541.3,335.7,1.8,3.2,6.9,.FALSE. /,NA
253.6,148.4,4,4.7,7.2,.FALSE. /,NA
251,150.7,1.1,2.4,4.9,.FALSE. /,NA
253.9,151.2,2.7,0,7.5,.FALSE. /,NA
252.6,149.2,3.1,4.8,11,.FALSE. /,NA
250.1,151,1.3,2.7,5.5,.FALSE. /,NA
309.8,136.5,1.3,1,2.5,.FALSE. /,NA
315.1,137.8,4.7,6.8,15.9,.FALSE. /,NA
718.4,90.8,1.9,3.4,7.3,.FALSE. /,NA
717.1,89.6,3.2,4.9,11.2,.FALSE. /,NA
716.3,93.1,3.8,5.7,13.3,.FALSE. /,NA
797.5,53.6,2.6,4.2,9.3,.FALSE. /,NA
800.7,50.6,1,2.2,4.2,.FALSE. /,NA
455.6,390.3,5.3,5.9,17.9,.FALSE. /,NA
447,389.4,2,3.5,7.7,.FALSE. /,NA
532.6,43.9,1.7,2.2,4.9,.FALSE. /,NA
534,45.2,3.9,5.8,13.5,.FALSE. /,NA
532.9,33.8,2.6,4.2,9.3,.FALSE. /,NA
864.2,107.2,1.4,2.7,5.5,.FALSE. /,NA
870.2,105.9,5.1,8.2,16.3,.FALSE. /,NA
657.7,78.5,1.9,1.7,7.2,.FALSE. /,NA
662,76.4,4.8,13.2,18.7,.FALSE. /,NA
659.8,80.9,1.7,2.2,4.9,.FALSE. /,NA
657.4,70.4,3.5,3.6,12.2,.FALSE. /,NA
365.8,47.4,1.3,7.7,13.1,.FALSE. /,NA
356.6,10,4.4,6.4,15,.FALSE. /,NA
359.4,3.8,2,3.5,7.7,.FALSE. /,NA
357,9.1,3.5,3.3,13,.FALSE. /,NA
360.3,9.4,4.7,6.8,15.9,.FALSE. /,NA
214,362.5,1.4,2.7,5.6,.FALSE. /,NA
213.6,361.9,4.8,7.5,16,.FALSE. /,NA
208.7,364.8,8.7,7.9,18.3,.FALSE. /,NA
215.1,359,3.1,4.8,11,.FALSE. /,NA
409.2,162.5,6.2,9.2,17.2,.FALSE. /,NA
411.7,163,1.6,3.1,6.4,.FALSE. /,NA
417.1,160.6,2.5,4.1,9.1,.FALSE. /,NA
408.5,162.1,2.3,3.8,8.3,.FALSE. /,NA
410.1,160.2,2.4,4,8.9,.FALSE. /,NA
370.5,48,3.3,5.1,11.6,.FALSE. /,NA
372.3,47.1,3.4,5.2,12,.FALSE. /,NA
373.8,36.1,1,2.3,4.5,.FALSE. /,NA
224.8,219.2,1.7,3.1,6.6,.FALSE. /,NA
222.2,219.5,1.8,1.7,5.9,.FALSE. /,NA
222.4,219.8,2,3.5,7.7,.FALSE. /,NA
219,217.7,1.3,7.2,7.7,.FALSE. /,NA
517.9,4.9,3.3,10.8,17.1,.FALSE. /,NA
422.1,238.4,3.9,8.8,16.3,.FALSE. /,NA
419.5,238,1.7,3.1,6.5,.FALSE. /,NA
617.8,68.6,4.1,2.4,20.2,.FALSE. /,NA
618.4,65,1.9,4.2,12.8,.FALSE. /,NA
619.6,66.9,6,7.1,19.1,.FALSE. /,NA
616.3,67.7,3.5,5.3,12.2,.FALSE. /,NA
618.7,65.1,3.4,5.1,11.8,.FALSE. /,NA
383.6,303.3,5.2,7.4,17.6,.FALSE. /,NA
384.8,303.4,2.7,4.3,9.8,.FALSE. /,NA
142.4,256.5,4.5,6.6,15.5,.FALSE. /,NA
144.7,259.5,2.4,4,8.8,.FALSE. /,NA
233.6,166.4,1.2,5.4,8.8,.FALSE. /,NA
235.3,160.9,3.4,5.2,12.1,.FALSE. /,NA
233.5,165.3,1.4,2.7,5.6,.FALSE. /,NA
231.9,168.1,1.6,3.1,6.4,.FALSE. /,NA
233.5,169.7,2.5,8.1,11.4,.FALSE. /,NA
233.7,168.5,4.1,4.9,10.6,.FALSE. /,NA
