x,y,cw,cbh,ht,output,id
296.1,90.8,6,12.8,20.6,.FALSE. /,NA
395,69.8,1.6,3,6.2,.FALSE. /,NA
396.9,64.9,6.3,8.7,21,.FALSE. /,NA
715.8,369.1,4.7,6.8,15.9,.FALSE. /,NA
712.4,364,3.6,2.6,9.3,.FALSE. /,NA
713.4,357.7,2,3.5,7.7,.FALSE. /,NA
713.3,358.3,1.8,3.2,6.8,.FALSE. /,NA
716.5,363.7,5.5,7.7,18.4,.FALSE. /,NA
379,146.2,3.4,3.5,11.7,.FALSE. /,NA
378.3,143.7,2,3.5,7.7,.FALSE. /,NA
842.8,293,1.3,1,5.4,.FALSE. /,NA
35.3,335.9,1.8,1.7,5.9,.FALSE. /,NA
29.5,314.6,3.4,5.1,11.8,.FALSE. /,NA
30.4,315.4,2.5,4.1,9,.FALSE. /,NA
24.8,316.6,4.6,4.9,15.5,.FALSE. /,NA
524.8,352.3,4.3,6.3,14.7,.FALSE. /,NA
511.7,356.8,5.2,7.4,17.6,.FALSE. /,NA
521,356.1,5.4,6.1,17.8,.FALSE. /,NA
511.1,354.1,1.5,1.1,5.8,.FALSE. /,NA
513,356.3,3.1,4.8,11,.FALSE. /,NA
607.2,13.5,2.8,4.5,10.2,.FALSE. /,NA
605.1,15.8,2.2,9.3,15.7,.FALSE. /,NA
605.8,13.3,5,5.4,16.7,.FALSE. /,NA
606.6,11.9,2,3.5,7.7,.FALSE. /,NA
607.8,12.3,6.1,6.8,20.4,.FALSE. /,NA
187.8,367.6,3,4.8,10.8,.FALSE. /,NA
191.8,364.9,5.3,5.9,17.9,.FALSE. /,NA
187.6,367.2,4.9,7.1,16.8,.FALSE. /,NA
492.6,282.4,5.8,9.8,18.2,.FALSE. /,NA
492.8,278.9,4.2,6.1,14.3,.FALSE. /,NA
500.8,280.3,3.1,4.8,11,.FALSE. /,NA
174.1,332.1,3.1,4.8,11,.FALSE. /,NA
170.5,335,2.8,4.4,10,.FALSE. /,NA
171.8,332.1,1.3,1.3,6.3,.FALSE. /,NA
364.5,106.2,1,0.6,4.3,.FALSE. /,NA
364.1,111.4,2.5,5.5,15,.FALSE. /,NA
360.7,111.5,2.1,1.7,12.9,.FALSE. /,NA
786,384.7,1,0.3,3.6,.FALSE. /,NA
790,390,1.6,3.1,6.4,.FALSE. /,NA
784.4,388.1,1.9,2,4.2,.FALSE. /,NA
789,385.6,5.7,6.3,15.1,.FALSE. /,NA
786.3,383,4.1,2.4,20.2,.FALSE. /,NA
321.1,339.6,3,3.7,7.7,.FALSE. /,NA
321.7,341.4,1.6,3,6.3,.FALSE. /,NA
561.3,50.7,3.2,3.7,19.1,.FALSE. /,NA
42.1,128.8,8.7,7.9,18.3,.FALSE. /,NA
42.7,128,6.7,7.2,22.9,.FALSE. /,NA
43.3,124.9,5.2,7.4,17.6,.FALSE. /,NA
41.8,128.2,3.5,5.3,12.2,.FALSE. /,NA
42.8,128.6,1.8,1.8,4.2,.FALSE. /,NA
42.3,128.1,2.8,4.5,10.2,.FALSE. /,NA
46.6,129.1,1.9,3.3,7.2,.FALSE. /,NA
41.3,123,4.5,6.6,15.5,.FALSE. /,NA
142.9,313.2,2.8,11.1,17.1,.FALSE. /,NA
732.2,388.8,3.5,3.6,12.2,.FALSE. /,NA
731.6,390.6,1.2,2.5,5,.FALSE. /,NA
732.1,387,1.4,2.8,5.7,.FALSE. /,NA
687.3,311.1,3.5,5.4,12.4,.FALSE. /,NA
685.5,309.3,2.1,3.6,7.8,.FALSE. /,NA
686.8,313,2.1,3.6,7.8,.FALSE. /,NA
300.5,16.1,4.7,5.2,13.6,.FALSE. /,NA
301.5,15.4,5.2,10.4,19.9,.FALSE. /,NA
303.3,15.1,2.1,3.6,7.9,.FALSE. /,NA
317.3,20.6,2.8,4.5,10.2,.FALSE. /,NA
320.8,18.6,2.8,4.5,10.2,.FALSE. /,NA
69.4,95.2,3.2,5,11.4,.FALSE. /,NA
67.3,94.7,9,6.3,17.7,.FALSE. /,NA
68.1,92.5,1.9,3.4,7.4,.FALSE. /,NA
68.8,93.2,4.7,6.8,15.9,.FALSE. /,NA
67.8,93.7,2.6,4.2,9.5,.FALSE. /,NA
68.4,94.2,2.6,0,6,.FALSE. /,NA
69.1,93.5,3,4.7,10.7,.FALSE. /,NA
67.8,93.3,3.4,8.1,13.9,.FALSE. /,NA
422,132.6,1.8,3.2,6.9,.FALSE. /,NA
478.8,37.3,3.1,10.2,15.8,.FALSE. /,NA
742.9,321.1,3.2,5,11.4,.FALSE. /,NA
113.8,91.8,3.8,5.6,13.1,.FALSE. /,NA
115.5,91.5,1.8,3.2,6.9,.FALSE. /,NA
114.4,87.6,0.8,1.8,3.5,.FALSE. /,NA
117.4,93.9,2.6,4.2,9.3,.FALSE. /,NA
715,32.1,7.6,10.2,18.1,.FALSE. /,NA
714.7,33.8,1.8,3.2,6.9,.FALSE. /,NA
282.3,284.1,3.6,9,21.7,.FALSE. /,NA
287.5,289.5,2.7,8,16.5,.FALSE. /,NA
278.1,293.4,5.3,7.6,18,.FALSE. /,NA
424.2,201.1,3.1,4.8,11,.FALSE. /,NA
421.6,197.1,2.2,4.3,10.1,.FALSE. /,NA
421.8,201.4,3.3,5,11.5,.FALSE. /,NA
422.8,202.2,3.1,4.9,11.2,.FALSE. /,NA
231.1,326.9,2.5,4.3,9.2,.FALSE. /,NA
231.1,322.5,1,0.4,3.9,.FALSE. /,NA
231,323.8,1.8,2.8,10.5,.FALSE. /,NA
230.6,323.2,1.2,2.5,5,.FALSE. /,NA
337.6,162.5,5.5,8.3,18.2,.FALSE. /,NA
338.6,162,0.9,2.4,4.9,.FALSE. /,NA
305.4,146.9,4.2,4.1,15.1,.FALSE. /,NA
303.8,146.5,8.4,10.1,19.4,.FALSE. /,NA
302,147,1.6,3,6.4,.FALSE. /,NA
302.5,147.9,4.7,6.8,15.9,.FALSE. /,NA
304.7,151.4,0.9,0.9,2.1,.FALSE. /,NA
304.6,144.7,2.6,4.2,9.3,.FALSE. /,NA
780.8,333.1,1.1,2.3,4.6,.FALSE. /,NA
786.4,334.9,2.6,7.1,10,.FALSE. /,NA
785.7,338.1,1.9,11.5,15,.FALSE. /,NA
897.4,44.8,2.9,2.9,10.3,.FALSE. /,NA
899,42,3.6,5.5,12.6,.FALSE. /,NA
579.7,320.1,4.2,6.1,14.3,.FALSE. /,NA
579.2,320,3.1,4.8,11,.FALSE. /,NA
525.9,154.8,4.9,7.1,16.8,.FALSE. /,NA
526.6,154.5,4.9,7.1,16.8,.FALSE. /,NA
523.3,155.4,3.3,8.6,16.3,.FALSE. /,NA
813.7,22.3,6,7.1,19.1,.FALSE. /,NA
812.1,26,1.1,2.4,4.9,.FALSE. /,NA
813.3,25.1,3.8,5.6,13.1,.FALSE. /,NA
816.9,28.4,1.6,0.7,2.6,.FALSE. /,NA
816.2,23.5,5.1,9,19,.FALSE. /,NA
812.3,25.2,4.5,6.5,15.4,.FALSE. /,NA
134.1,1.1,3.2,5,11.4,.FALSE. /,NA
395.8,84.7,1.7,3.2,6.7,.FALSE. /,NA
387.6,81.6,3.8,5.7,14.8,.FALSE. /,NA
389.3,73.1,2.7,3.3,12.2,.FALSE. /,NA
387.2,82.9,3.5,5.4,12.4,.FALSE. /,NA
392,85.4,2.8,4.5,10.2,.FALSE. /,NA
36.2,394.6,2,1.3,3.9,.FALSE. /,NA
32.4,393.7,1.9,3.4,7.4,.FALSE. /,NA
35.4,391.5,1.1,4.1,7.6,.FALSE. /,NA
34.3,394.9,4.2,6.1,14.3,.FALSE. /,NA
35.9,394.7,5.8,5.7,22.1,.FALSE. /,NA
605.7,323.5,1.3,2.6,7.2,.FALSE. /,NA
605.7,318.3,1.5,2.9,6,.FALSE. /,NA
244.1,183.7,1.4,2.7,5.6,.FALSE. /,NA
251,188.5,3.4,5.2,12.1,.FALSE. /,NA
382.5,222.3,2.7,4.3,9.8,.FALSE. /,NA
382.1,223.4,1.9,3.3,7.1,.FALSE. /,NA
822.5,261.7,3.4,2.1,8.3,.FALSE. /,NA
822.4,269.6,3.8,5.7,14.8,.FALSE. /,NA
820.3,266.7,1.7,1.4,6.4,.FALSE. /,NA
825,265,2,3.5,7.7,.FALSE. /,NA
818,263.2,2.3,3.8,8.3,.FALSE. /,NA
871.3,397.2,1.5,2.8,5.9,.FALSE. /,NA
871.5,394.5,3,4.7,10.6,.FALSE. /,NA
778.1,327.7,3.2,5,11.3,.FALSE. /,NA
776.7,327.8,1.8,3.2,6.9,.FALSE. /,NA
729.3,26,5.5,7.7,18.4,.FALSE. /,NA
734.8,22.9,4.9,7.1,16.8,.FALSE. /,NA
735.3,29.9,3.6,5.5,12.6,.FALSE. /,NA
372.4,200.2,2.8,4.5,10.2,.FALSE. /,NA
230.8,319.8,4.9,7,16.6,.FALSE. /,NA
232.6,317.4,3.1,4.8,11,.FALSE. /,NA
230.1,318.4,3.9,5.8,13.5,.FALSE. /,NA
238.9,314.4,6.3,3.3,23.5,.FALSE. /,NA
866.2,111,8,6.2,18.9,.FALSE. /,NA
861.4,107.5,5.6,10.1,20.8,.FALSE. /,NA
457.2,175.3,2.8,4.5,10.2,.FALSE. /,NA
457.8,176.4,2.2,3.7,8.1,.FALSE. /,NA
887,277.7,1.8,3.2,6.9,.FALSE. /,NA
888.6,276.3,5.8,5.7,22.1,.FALSE. /,NA
360.8,247.7,3.1,4.8,11,.FALSE. /,NA
362.4,247.7,2.4,4,8.9,.FALSE. /,NA
362,248.7,3.1,4.8,11,.FALSE. /,NA
361.9,249.5,2,3.4,7.4,.FALSE. /,NA
221.6,340.9,3.6,5.5,12.6,.FALSE. /,NA
226,2.6,2.5,8.1,11.4,.FALSE. /,NA
543.4,284,3.1,4.8,11,.FALSE. /,NA
545.1,285.8,1.4,2.7,5.6,.FALSE. /,NA
544.3,283.5,3.1,4.8,11,.FALSE. /,NA
546.7,283.5,1,2.1,4,.FALSE. /,NA
81.8,371.5,2.4,4,8.9,.FALSE. /,NA
80.1,366.5,5,10.6,20.3,.FALSE. /,NA
104,172.1,5,7.2,17,.FALSE. /,NA
103.7,172.2,1.2,2.5,5,.FALSE. /,NA
104.4,170.9,1.8,3.2,6.8,.FALSE. /,NA
752.6,34.3,4,6,13.9,.FALSE. /,NA
753.5,32,1.3,2.6,5.4,.FALSE. /,NA
751.6,34.8,1.7,3.1,6.7,.FALSE. /,NA
218.4,175.3,5.8,10.2,13.2,.FALSE. /,NA
224.2,167.7,3.4,5.1,11.8,.FALSE. /,NA
221.9,171.6,1,0.6,5.5,.FALSE. /,NA
220.8,171.6,2,3.5,7.7,.FALSE. /,NA
509.3,162.4,2.3,3.8,8.3,.FALSE. /,NA
509.7,163.9,1.2,2.5,5,.FALSE. /,NA
508.4,159.5,3.1,4.8,11,.FALSE. /,NA
509.7,161.3,3.3,5,11.5,.FALSE. /,NA
511.6,161.4,1.6,2.2,5.5,.FALSE. /,NA
847.9,221.7,2.5,4.1,9.2,.FALSE. /,NA
854.5,220,6.3,10.9,18,.FALSE. /,NA
853.2,213.7,4.4,7.8,13.5,.FALSE. /,NA
852.6,217.9,1.8,3.2,6.9,.FALSE. /,NA
853.8,217.1,1.5,2.9,5.9,.FALSE. /,NA
855.7,217.8,6.3,8.7,20.9,.FALSE. /,NA
855.4,218.3,1.9,3.4,7.3,.FALSE. /,NA
853.1,218,3.2,5,11.4,.FALSE. /,NA
853.3,219.8,5.8,8,16,.FALSE. /,NA
159.7,4.6,5.4,7.4,21.1,.FALSE. /,NA
161,8.8,3.7,3.9,12.9,.FALSE. /,NA
158.2,7.8,2.5,3,9.9,.FALSE. /,NA
58.9,301.9,2.1,3.6,7.9,.FALSE. /,NA
63.5,303.4,1.5,1.2,6,.FALSE. /,NA
59.8,302.5,3.4,5.2,12.1,.FALSE. /,NA
801.8,90.9,3.4,5.1,11.8,.FALSE. /,NA
798.7,83.5,3.5,5.3,12.2,.FALSE. /,NA
802.8,90.2,2.6,2.6,9.5,.FALSE. /,NA
802.6,92,2.6,4.3,9.5,.FALSE. /,NA
807.4,88.6,2.3,6.8,7.2,.FALSE. /,NA
878.6,379.1,3.3,8.6,16.3,.FALSE. /,NA
880.9,372.6,6.5,10.1,18,.FALSE. /,NA
21.4,62.9,2.6,4.2,9.3,.FALSE. /,NA
19.6,65.2,1.5,2.9,6,.FALSE. /,NA
24.9,67.3,2.6,4.2,9.3,.FALSE. /,NA
124.2,240.2,3.9,5.8,13.5,.FALSE. /,NA
124.8,239,1.1,0.7,4.7,.FALSE. /,NA
127.5,241.7,2,3.5,7.7,.FALSE. /,NA
441,261.5,2.9,4.6,10.4,.FALSE. /,NA
441.6,260,2.1,3.6,7.8,.FALSE. /,NA
441.6,260.6,3,4.8,10.8,.FALSE. /,NA
440.4,256.7,3.9,7.7,16.9,.FALSE. /,NA
441.2,260.7,2.3,3.9,8.5,.FALSE. /,NA
441.2,260.2,3.9,5.8,13.5,.FALSE. /,NA
442.6,259,3.8,5.7,13.3,.FALSE. /,NA
443.8,262.5,1.6,3.1,6.4,.FALSE. /,NA
478,14.3,2.3,4.3,8.2,.FALSE. /,NA
477.4,14.7,4.4,6.4,15.1,.FALSE. /,NA
444.7,156.5,4.1,3.2,11.2,.FALSE. /,NA
448.3,162.3,2.8,4.5,10.2,.FALSE. /,NA
443.9,157.9,2,3.5,7.7,.FALSE. /,NA
329.8,141.9,1.1,0.7,4.6,.FALSE. /,NA
332,143.7,2.3,4.1,10.5,.FALSE. /,NA
278.5,360,4.4,7.2,14.6,.FALSE. /,NA
278,359.1,6.7,7.2,22.9,.FALSE. /,NA
274.8,364.4,4.7,11.3,20.1,.FALSE. /,NA
277.4,364.5,1.4,2.7,5.6,.FALSE. /,NA
277,357.4,1.2,2.5,5,.FALSE. /,NA
281.4,359.9,1.9,3.4,7.3,.FALSE. /,NA
278.9,361,2,3.5,7.5,.FALSE. /,NA
128.7,31.1,4.2,2.5,9.3,.FALSE. /,NA
128.4,30.9,4.3,6.3,14.8,.FALSE. /,NA
541.4,290.4,6,12.8,20.6,.FALSE. /,NA
544.5,292.1,2.4,4,8.9,.FALSE. /,NA
542.5,294.8,4.4,9.9,15.4,.FALSE. /,NA
104.6,135.7,3,4.8,10.8,.FALSE. /,NA
100.7,134.4,3.9,5.8,13.5,.FALSE. /,NA
84.9,133.7,1,0.4,3.9,.FALSE. /,NA
107.3,135.6,6,9.7,21.6,.FALSE. /,NA
196.2,215.6,3.7,5.6,20.2,.FALSE. /,NA
196.6,215.2,2.6,4.2,9.3,.FALSE. /,NA
193.6,214.4,4.9,7.1,16.8,.FALSE. /,NA
829.3,341.4,2.8,4.4,10,.FALSE. /,NA
829.2,336.8,3.5,8.8,15.2,.FALSE. /,NA
828.9,335.5,2.7,4.3,9.8,.FALSE. /,NA
829.4,333.1,2.2,5.8,12.1,.FALSE. /,NA
833,336.8,3.3,10.2,16.1,.FALSE. /,NA
836.4,329.5,2.1,1.8,7.6,.FALSE. /,NA
492,150.3,2,3.5,7.7,.FALSE. /,NA
488.2,153.4,5.9,6.5,15.3,.FALSE. /,NA
489.4,148.9,3.6,5.5,12.6,.FALSE. /,NA
492.1,153.8,3.1,3.1,10.9,.FALSE. /,NA
355.6,93.4,3.4,5.2,12.1,.FALSE. /,NA
357.3,96.5,1.4,2.7,5.6,.FALSE. /,NA
367.5,398.5,2,1.4,7.9,.FALSE. /,NA
325.9,3,2.6,4.2,9.3,.FALSE. /,NA
326.3,6.8,1.7,7.8,13.1,.FALSE. /,NA
322.2,1.9,4.5,6.6,15.5,.FALSE. /,NA
677.8,302.2,2.4,3.4,6,.FALSE. /,NA
677.7,302.3,5.8,10.2,13.2,.FALSE. /,NA
677.4,300.7,4.8,4.9,17.1,.FALSE. /,NA
271,218.3,1.7,3.2,6.7,.FALSE. /,NA
274,219.6,4.4,6.4,15.1,.FALSE. /,NA
270.4,219.8,1.5,2.9,6,.FALSE. /,NA
276.7,218.9,4.3,6.3,14.8,.FALSE. /,NA
274.1,224.4,1.7,1.4,5.1,.FALSE. /,NA
118.5,317.6,1.3,2.6,5.2,.FALSE. /,NA
409.1,98.6,1.9,1.7,7.2,.FALSE. /,NA
405.8,98.1,3.3,0.8,7.3,.FALSE. /,NA
401.2,92.6,1.5,2.9,6,.FALSE. /,NA
218.8,331,4.9,10.4,19.9,.FALSE. /,NA
224.6,333.2,1.2,7.3,10.6,.FALSE. /,NA
224.8,332.9,1.5,0.9,6.8,.FALSE. /,NA
225.9,334.6,6.8,5.5,16.8,.FALSE. /,NA
225.2,331.4,2.8,4.5,10.2,.FALSE. /,NA
224.1,333,1.6,1.6,4,.FALSE. /,NA
228.9,329.9,1.6,3.1,6.4,.FALSE. /,NA
881.9,88.1,3.9,5.8,13.5,.FALSE. /,NA
879.4,86.9,2.1,1.8,7.6,.FALSE. /,NA
162.4,81.4,1.8,3.2,6.9,.FALSE. /,NA
155.9,87.3,2,9.8,16.6,.FALSE. /,NA
158.3,87.7,4.4,7.8,13.5,.FALSE. /,NA
727.7,23.8,3.8,4.3,19,.FALSE. /,NA
721,26.7,3,4.7,10.6,.FALSE. /,NA
814.8,171.6,2.1,1.5,8.4,.FALSE. /,NA
817.9,173.2,2.7,4.3,9.8,.FALSE. /,NA
814.8,171.3,4.4,6.5,16.8,.FALSE. /,NA
807.6,171.9,5.3,4.8,13.1,.FALSE. /,NA
275.4,317.1,2,3.5,7.7,.FALSE. /,NA
275.6,318.9,3.2,5,11.4,.FALSE. /,NA
271.9,320.7,1.6,3.1,11.3,.FALSE. /,NA
274.8,318.9,4.2,9.1,17.9,.FALSE. /,NA
295.7,175.4,1.1,0.7,4.6,.FALSE. /,NA
584.9,217.8,2.3,2.4,10.4,.FALSE. /,NA
590.9,219,3.8,5.6,13.1,.FALSE. /,NA
585,217.7,4.9,3,10.4,.FALSE. /,NA
578,281.3,2.3,2.2,5,.FALSE. /,NA
291.9,313.9,3.2,1.2,7.4,.FALSE. /,NA
291.5,316.2,7.2,10.7,21.8,.FALSE. /,NA
289.5,304.7,2.8,4.4,10,.FALSE. /,NA
425.3,242.3,2,3.5,7.7,.FALSE. /,NA
190.7,200.4,1.6,3,6.2,.FALSE. /,NA
348,177.2,1.4,1,5.6,.FALSE. /,NA
349.5,171.2,6.6,3.3,14.1,.FALSE. /,NA
350.8,170.8,1.6,3,6.2,.FALSE. /,NA
350.2,171.1,1.8,6.6,13.9,.FALSE. /,NA
882.4,19.9,2.3,4.8,11.9,.FALSE. /,NA
883.8,17,1.4,2.8,5.8,.FALSE. /,NA
96.3,299.3,4.3,6.3,14.7,.FALSE. /,NA
92.2,297.4,1.4,2.7,5.5,.FALSE. /,NA
96.1,297.5,4.2,6.1,14.3,.FALSE. /,NA
92.7,298,2,3.5,7.7,.FALSE. /,NA
151.3,126.1,1.8,3.2,6.9,.FALSE. /,NA
194.4,221.3,4.7,6.8,15.9,.FALSE. /,NA
194.3,223.8,3.8,3.9,13,.FALSE. /,NA
197.5,229.1,7.9,8.9,21.1,.FALSE. /,NA
194.2,224.2,1.8,3.2,6.9,.FALSE. /,NA
807.7,95.5,2,3.5,7.7,.FALSE. /,NA
809.5,94,1.3,0.8,5.1,.FALSE. /,NA
809.5,95.6,4.8,5.2,16.1,.FALSE. /,NA
808.5,95.2,1.9,1.3,9.4,.FALSE. /,NA
808.9,96.4,1.6,3,6.3,.FALSE. /,NA
808.3,95.7,4.8,5.6,11.6,.FALSE. /,NA
810.1,94.2,0.9,1.1,2.8,.FALSE. /,NA
809.2,95.8,3.4,5.1,11.8,.FALSE. /,NA
731.6,395.9,1.5,2.9,6,.FALSE. /,NA
712.4,96.8,1.8,1,5.6,.FALSE. /,NA
712.4,99.3,3.5,5.3,12.2,.FALSE. /,NA
711.9,96.1,4.4,8,15.3,.FALSE. /,NA
715.8,89.2,0.9,0.8,2.7,.FALSE. /,NA
713.2,96.1,5.1,7.9,20.5,.FALSE. /,NA
589.4,103.8,3,4.7,10.6,.FALSE. /,NA
589.4,105.2,5.7,10.5,19.9,.FALSE. /,NA
205.1,121.6,3.2,5.8,13.3,.FALSE. /,NA
203.1,123.9,4.2,6.1,14.3,.FALSE. /,NA
464.1,32.4,3.2,5.2,12.5,.FALSE. /,NA
675,6.6,1.2,2.5,5,.FALSE. /,NA
673.7,3.8,6.7,6.9,17.7,.FALSE. /,NA
674,3.2,6.5,10.9,20,.FALSE. /,NA
779.5,383.4,3.3,5,11.5,.FALSE. /,NA
779.7,380.6,2.3,2.2,8.4,.FALSE. /,NA
781.4,381.1,1.8,3.2,6.9,.FALSE. /,NA
768.1,30.5,0.9,1.3,4,.FALSE. /,NA
854.9,34.7,3.6,5.5,12.6,.FALSE. /,NA
853.2,18.1,1.1,0.7,4.7,.FALSE. /,NA
849.2,25.1,1.7,3.1,6.6,.FALSE. /,NA
851.9,24.8,2.6,4.2,9.3,.FALSE. /,NA
573.1,382,5.5,7.7,18.4,.FALSE. /,NA
559.5,392.9,2,3.5,7.7,.FALSE. /,NA
560.7,384,2,3.5,7.7,.FALSE. /,NA
567.3,383.7,2.5,2.1,9.9,.FALSE. /,NA
374.1,390.5,3.9,5.8,13.5,.FALSE. /,NA
376.4,394.3,2.3,2.2,4,.FALSE. /,NA
373,391.4,1.6,3,6.2,.FALSE. /,NA
181.7,153.8,1.8,3.2,6.9,.FALSE. /,NA
186,149,2.6,4.2,9.3,.FALSE. /,NA
186.1,150.9,1.5,1.2,6,.FALSE. /,NA
183.4,161.2,4.3,6.3,14.7,.FALSE. /,NA
547.1,153.7,5.9,5.8,16.5,.FALSE. /,NA
545.8,154.2,4.2,4.8,13.4,.FALSE. /,NA
282.9,277.9,1.4,2.7,5.6,.FALSE. /,NA
283.6,276.7,4.3,4,9.4,.FALSE. /,NA
280.7,279,3.5,5.3,12.2,.FALSE. /,NA
284.8,277.5,2.2,3.7,8.2,.FALSE. /,NA
285.7,277.6,4.7,6.8,15.9,.FALSE. /,NA
282.3,278.4,1.3,2.6,5.2,.FALSE. /,NA
282.3,276.9,2.2,3.7,8.1,.FALSE. /,NA
286.3,284.7,3.2,5,11.4,.FALSE. /,NA
215.6,175.4,1.7,3.1,6.5,.FALSE. /,NA
209.4,177,2.6,4.2,9.3,.FALSE. /,NA
218.9,180.6,2.9,4.6,10.3,.FALSE. /,NA
212.4,177.3,2.3,3.9,8.5,.FALSE. /,NA
848.1,316.3,4.4,6.4,15.1,.FALSE. /,NA
853.5,316.7,3.7,6.5,16.9,.FALSE. /,NA
849.3,313.5,1.5,2.9,6,.FALSE. /,NA
851,317.2,1.1,1.1,2.3,.FALSE. /,NA
851.5,316,2.1,11.4,16.1,.FALSE. /,NA
762.2,42,4.1,6,14,.FALSE. /,NA
758.9,45.5,4.6,11.8,19.2,.FALSE. /,NA
763.6,44.3,6.9,7.5,23.7,.FALSE. /,NA
427.2,356.5,1.6,1.9,2.5,.FALSE. /,NA
427,353.4,3.7,5.6,12.8,.FALSE. /,NA
428,354.5,6.1,6.8,20.4,.FALSE. /,NA
425.5,354.5,4.9,7.1,16.8,.FALSE. /,NA
712,300.8,4,4.6,18.7,.FALSE. /,NA
142.2,316.4,1.6,3.1,6.4,.FALSE. /,NA
139.7,314.2,1.3,2.6,5.2,.FALSE. /,NA
139.2,210.3,2.1,5.8,18.4,.FALSE. /,NA
146.9,205.9,1.3,2.6,5.2,.FALSE. /,NA
141.7,205.7,5.5,7.7,18.4,.FALSE. /,NA
143.3,213.5,1.8,2.3,6.9,.FALSE. /,NA
84.4,120,2.3,3.9,8.5,.FALSE. /,NA
88.3,119.5,2.7,1.8,10.2,.FALSE. /,NA
88.2,116.8,4.3,8.4,19.5,.FALSE. /,NA
86.2,120.7,5.5,5.6,16.3,.FALSE. /,NA
723.2,363.3,1.6,3.1,6.4,.FALSE. /,NA
729.8,365.4,2.3,4.6,12.3,.FALSE. /,NA
723.1,365.7,0.6,1.5,5.8,.FALSE. /,NA
722.8,363.6,3,4.7,10.6,.FALSE. /,NA
722.2,371.2,3.9,5.8,13.5,.FALSE. /,NA
521.1,236.8,3.1,4.8,11,.FALSE. /,NA
522,231.1,6.4,3.7,22.1,.FALSE. /,NA
524.7,233.8,0.8,1.7,3.1,.FALSE. /,NA
522.7,235.1,2.8,4.5,10.2,.FALSE. /,NA
521,232.4,3.1,3.1,10.9,.FALSE. /,NA
525.8,236.4,3,4.5,14.1,.FALSE. /,NA
208.8,330.3,1.8,3,7.9,.FALSE. /,NA
209.3,333.3,4,6,13.9,.FALSE. /,NA
212.4,327.5,1.6,5.6,8.3,.FALSE. /,NA
210.8,331.1,4.3,6.3,14.9,.FALSE. /,NA
212,331.7,1.1,0.6,4.5,.FALSE. /,NA
490,25.2,2,3.5,7.5,.FALSE. /,NA
491.6,20.4,5.8,8.1,19.3,.FALSE. /,NA
827.4,283,1.8,3.2,6.8,.FALSE. /,NA
835.8,282.6,3.9,5.8,13.6,.FALSE. /,NA
830.3,284.3,6.2,9.3,18.2,.FALSE. /,NA
823.8,85,1.9,1.7,7.2,.FALSE. /,NA
832.4,96.4,1.6,3.1,6.4,.FALSE. /,NA
825.1,91.9,2.8,4.5,10.2,.FALSE. /,NA
830,90.4,1.3,2.6,5.4,.FALSE. /,NA
416.2,74.2,1.9,3.3,7.2,.FALSE. /,NA
418.8,71.9,5.1,7.3,13.4,.FALSE. /,NA
417.4,73.4,2.9,4.6,10.3,.FALSE. /,NA
414.5,75.5,2.7,2.6,9.5,.FALSE. /,NA
417.5,72.9,2.7,4.3,9.8,.FALSE. /,NA
797.5,21.8,3.8,3.9,13,.FALSE. /,NA
799.4,24.2,7.9,9.8,20.8,.FALSE. /,NA
799.9,23.7,1.1,1.6,2.1,.FALSE. /,NA
797.8,23.8,3.8,5.6,13.1,.FALSE. /,NA
476.1,188.3,2.8,4.5,10.2,.FALSE. /,NA
476.3,182.4,4,6,13.9,.FALSE. /,NA
473.5,184.7,4.7,6.8,15.9,.FALSE. /,NA
475.9,182,4,6,13.9,.FALSE. /,NA
270.3,70.9,3.7,5.6,12.9,.FALSE. /,NA
270.7,74.3,9.3,5.6,17.1,.FALSE. /,NA
511,288.4,2.2,3.7,8.1,.FALSE. /,NA
370.6,11,2.2,3.7,8.1,.FALSE. /,NA
370.2,9.1,1.9,3.5,8,.FALSE. /,NA
378.8,8.8,3.3,5.1,11.6,.FALSE. /,NA
573.1,351.4,4.5,6.6,15.5,.FALSE. /,NA
574.4,349,1.6,3.1,6.4,.FALSE. /,NA
573.1,350.8,1.1,4.5,10.3,.FALSE. /,NA
571.7,347,3.9,5.8,13.5,.FALSE. /,NA
572,351.5,4.3,4.6,14.6,.FALSE. /,NA
573.8,348.4,1.9,0.7,4.1,.FALSE. /,NA
72.8,221.4,5.4,6.1,17.8,.FALSE. /,NA
74.5,220.7,1,1.3,2.8,.FALSE. /,NA
189.1,145.6,2.7,4.3,9.8,.FALSE. /,NA
193.2,142.9,2.5,4.1,9,.FALSE. /,NA
184.9,141.5,2.6,4.2,9.3,.FALSE. /,NA
182.3,136.9,4.9,5.3,16.5,.FALSE. /,NA
335,116.3,3.4,5.1,11.8,.FALSE. /,NA
336.7,111.3,2.8,4.5,10.2,.FALSE. /,NA
336.8,117,2,1.3,4.4,.FALSE. /,NA
724.9,363.9,3.6,5.5,12.6,.FALSE. /,NA
722.3,359.9,10.5,3.7,21.3,.FALSE. /,NA
718.9,359,1.2,3.3,6.6,.FALSE. /,NA
823.7,301.4,7.3,11.1,22.7,.FALSE. /,NA
826.2,301,2.4,10.3,19.8,.FALSE. /,NA
820.9,306.6,3.5,8.1,17.8,.FALSE. /,NA
397.5,157.6,1.9,3.4,7.4,.FALSE. /,NA
398.4,158.8,1.6,3,6.2,.FALSE. /,NA
400.5,155.6,8.8,7.1,17.4,.FALSE. /,NA
